KO	KO_description
K19353	eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
K19363	LITAF; lipopolysaccharide-induced tumor necrosis factor-alpha factor
K19367	SPG21; maspardin
K19373	DNAJC28; DnaJ homolog subfamily C member 28
K19405	mcsB; protein arginine kinase [EC:2.7.14.1]
K19411	mcsA; protein arginine kinase activator
K19416	yccA; modulator of FtsH protease
K19424	epsF; glycosyltransferase EpsF [EC:2.4.-.-]
K19430	epsN; pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]
K19465	MGME1, DDK1; mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]
K19510	gfrF; fructoselysine-6-phosphate deglycase
K19540	frlA; fructoselysine transporter
K19545	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E
K19564	CTR, HNM1; choline transport protein
K19569	elmMIII; 8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]
K19572	CECR1, ADA2; adenosine deaminase CECR1 [EC:3.5.4.4]
K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
K19586	oqxA; membrane fusion protein, multidrug efflux system
K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
K19611	fepA, pfeA, iroN, pirA; ferric enterobactin receptor
K19613	SHOC2, SUR8; leucine-rich repeat protein SHOC2
K19620	phcB; extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein
K19640	hypX, hoxX; putative two-component system protein, hydrogenase maturation factor HypX/HoxX
K19664	carS; CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase [EC:2.7.7.67]
K19668	CBH2, cbhA; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
K19670	phnA; phosphonoacetate hydrolase [EC:3.11.1.2]
K19686	vapC; ribonuclease VapC [EC:3.1.-.-]
K19687	vapB; antitoxin VapB
K19689	ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]
K19694	chiS; two-component system, sensor histidine kinase ChiS
K19701	ywaD; aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
K19702	E3.4.11.24; aminopeptidase S [EC:3.4.11.24]
K19706	FAH; dihydroceramide fatty acyl 2-hydroxylase [EC:1.14.18.7]
K19707	rsbQ; sigma-B regulation protein RsbQ
K19710	E2.7.7.53; ATP adenylyltransferase [EC:2.7.7.53]
K19712	cobY; adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
K19713	tsdA; thiosulfate dehydrogenase [EC:1.8.2.2]
K19715	kdnA; 8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]
K19731	cciR; LuxR family transcriptional regulator, quorum-sensing system regulator CciR
K19732	traR; LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
K19733	sinR, raiR, avsR; LuxR family transcriptional regulator, quorum-sensing system regulator SinR
K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K19743	lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]
K19745	acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
K19746	dauA; D-arginine dehydrogenase [EC:1.4.99.6]
K19760	DAW1; dynein assembly factor with WDR repeat domains 1
K19761	GGACT; gamma-glutamylaminecyclotransferase [EC:2.3.2.-]
K19765	HSBP1; heat shock factor-binding protein 1
K19776	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
K19777	hdeA; acid stress chaperone HdeA
K19778	hdeB; acid stress chaperone HdeB
K19784	chrR, NQR; chromate reductase, NAD(P)H dehydrogenase (quinone)
K19789	radD; DNA repair protein RadD
K19794	bar; barbiturase [EC:3.5.2.1]
K19795	E3.5.1.95; ureidomalonase [EC:3.5.1.95]
K19802	ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]
K19804	lapB; lipopolysaccharide assembly protein B
K19810	epmB; L-lysine 2,3-aminomutase [EC:5.4.3.-]
K19819	ndhB; nicotine dehydrogenase subunit B [EC:1.5.99.4]
K19823	NAO; nitroalkane oxidase [EC:1.7.3.1]
K19824	fprB; rubrerythrin
K19837	atzE; 1-carboxybiuret hydrolase [EC:3.5.1.131]
K19882	NOTUM; O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
K19954	adh1; alcohol dehydrogenase [EC:1.1.1.-]
K19956	sorE; L-sorbose 1-phosphate reductase [EC:1.1.1.-]
K19966	acdDPN7; 3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4]
K19969	acbC, salQ, valA, cetA; 2-epi-5-epi-valiolone synthase [EC:4.2.3.152]
K19974	acbO; 2-epi-5-epi-valiolone 7-phosphate 2-epimerase [EC:5.1.3.35]
K19978	acbK; acarbose 7IV-phosphotransferase [EC:2.7.1.187]
K19982	prnD; aminopyrrolnitrin oxygenase [EC:1.14.13.-]
K19997	gnu; GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
K20023	talrD-galrD; L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]
K20024	mgdE; monoglucosyldiacylglycerol epimerase [EC:5.1.3.34]
K20034	dmdB; 3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]
K20035	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
K20036	dmdD; (methylthio)acryloyl-CoA hydratase [EC:4.2.1.155]
K20039	FDC1; phenacrylate decarboxylase [EC:4.1.1.102]
K20061	ALY1_2, ART3_6; arrestin-related trafficking adapter 3/6
K20074	prpC, phpP; PPM family protein phosphatase [EC:3.1.3.16]
K20110	JAMM1; desampylase [EC:3.4.19.15]
K20115	RP; [pyruvate, phosphate dikinase]-phosphate phosphotransferase / [pyruvate, phosphate dikinase] kinase [EC:2.7.4.27 2.7.11.32]
K20178	VPS8; vacuolar protein sorting-associated protein 8
K20179	VPS11, PEP5; vacuolar protein sorting-associated protein 11
K20181	VPS18, PEP3; vacuolar protein sorting-associated protein 18
K20215	dph5; diphthine synthase [EC:2.1.1.98]
K20238	E2.1.1.317; sphingolipid C9-methyltransferase [EC:2.1.1.317]
K20249	raiI; acyl homoserine lactone synthase [EC:2.3.1.184]
K20261	phzD; trans-2,3-dihydro-3-hydroxyanthranilic acid synthase [EC:3.3.2.15]
K20262	phzG; dihydrophenazinedicarboxylate synthase [EC:1.10.3.16]
K20265	gadC; glutamate:GABA antiporter
K20266	trbJ; type IV secretion system protein TrbJ
K20267	trbH; type IV secretion system protein TrbH
K20268	rhiA; rhizosphere induced protein
K20273	zmpA; zinc metalloprotease ZmpA
K20274	zmpB; zinc metalloprotease ZmpB
K20275	aidA; nematocidal protein AidA
K20276	bapA; large repetitive protein
K20277	bcl; mannose-binding lectin
K20326	xagA; protein XagA
K20327	xagB; glycosyltransferase XagB
K20329	qsmR; IclR family transcriptional regulator, positive regulator for flagellar biogenesis
K20331	toxA; toxoflavin synthase [EC:2.1.1.349]
K20332	toxC; toxoflavin biosynthesis protein ToxC
K20333	toxD; toxoflavin biosynthesis protein ToxD
K20344	blpA, lagD; ATP-binding cassette, subfamily C, bacteriocin exporter
K20345	blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter
K20406	NPRL3; nitrogen permease regulator 3-like protein
K20408	WDR24; WD repeat-containing protein 24
K20420	ncsB3; 2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase [EC:1.14.15.31]
K20421	ncsB1; 2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase [EC:2.1.1.303]
K20423	ncsB2; 2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase [EC:6.2.1.43]
K20427	acbR, vldB; valienol-1-phosphate guanylyltransferase [EC:2.7.7.91]
K20432	valK; 5-epi-valiolone dehydratase [EC:4.2.1.-]
K20434	valN; cyclitol reductase
K20435	valM; validone 7-phosphate aminotransferase [EC:2.6.1.-]
K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
K20446	ndhS; nicotinate dehydrogenase small FeS subunit [EC:1.17.1.5]
K20449	hnr; 6-hydroxynicotinate reductase [EC:1.3.7.1]
K20454	dml; 2,3-dimethylmalate lyase [EC:4.1.3.32]
K20459	nukF, mcdF, sboF; lantibiotic transport system ATP-binding protein
K20461	nukG, mcdG, sboG; lantibiotic transport system permease protein
K20466	mmpL11; heme transporter
K20467	K20467; heme-binding protein
K20468	K20468; putative heme transporter
K20469	K20469; putative heme transporter
K20470	mmpL3; trehalose monomycolate/heme transporter
K20483	nisB, spaB, epiB; lantibiotic biosynthesis protein
K20484	nisC, spaC, epiC; lantibiotic biosynthesis protein
K20486	nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]
K20497	CYP124; methyl-branched lipid omega-hydroxylase [EC:1.14.15.14]
K20498	DSD1; D-serine ammonia-lyase [EC:4.3.1.18]
K20509	madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase [EC:7.2.4.1]
K20523	SH3YL1; SH3 domain-containing YSC84-like protein 1
K20525	alg17C; oligo-alginate lyase [EC:4.2.2.26]
K20527	trbB; type IV secretion system protein TrbB [EC:7.4.2.8]
K20528	trbC; type IV secretion system protein TrbC
K20529	trbD; type IV secretion system protein TrbD
K20530	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]
K20531	trbF; type IV secretion system protein TrbF
K20532	trbG; type IV secretion system protein TrbG
K20533	trbI; type IV secretion system protein TrbI
K20534	gtrB, csbB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor
K20541	bcsB; cellulose synthase operon protein B
K20542	bcsZ; endoglucanase [EC:3.2.1.4]
K20608	tet; tetrahedral aminopeptidase [EC:3.4.11.-]
K20609	sgcX; putative aminopeptidase [EC:3.4.11.-]
K20611	crtD; 1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase [EC:1.3.99.37]
K20616	lyeJ; lycopene elongase/hydratase (dihydrobisanhydrobacterioruberin-forming) [EC:2.5.1.150]
K20628	exlX; expansin
K20656	TMEM189; plasmanylethanolamine desaturase [EC:1.14.19.77]
K20742	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
K20754	pstI; aqualysin 1 [EC:3.4.21.111]
K20760	scnA; thiocyanate hydrolase subunit alpha [EC:3.5.5.8]
K20761	scnB; thiocyanate hydrolase subunit beta [EC:3.5.5.8]
K20762	scnC; thiocyanate hydrolase subunit gamma [EC:3.5.5.8]
K20781	SGT1; peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]
K20798	HENMT1; small RNA 2'-O-methyltransferase [EC:2.1.1.-]
K20807	nthB; nitrile hydratase subunit beta [EC:4.2.1.84]
K20810	mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
K20814	dop; Pup amidohydrolase [EC:3.5.1.119]
K20816	sttH; streptothricin hydrolase [EC:3.5.2.19]
K20832	EN3GAL; galactan endo-beta-1,3-galactanase [EC:3.2.1.181]
K20844	abf1; non-reducing end alpha-L-arabinofuranosidase [EC:3.2.1.55]
K20860	FHY1; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
K20866	yihX; glucose-1-phosphatase [EC:3.1.3.10]
K20881	yrfG; 5'-nucleotidase [EC:3.1.3.5]
K20885	K20885; beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase [EC:2.4.1.339 2.4.1.340]
K20895	ylmB; formylaminopyrimidine deformylase [EC:3.5.1.-]
K20896	TENA_E; formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase [EC:3.5.1.- 3.5.99.-]
K20902	derK; D-erythrulose 4-kinase [EC:2.7.1.210]
K20907	hcmB; 2-hydroxyisobutanoyl-CoA mutase small subunit [EC:5.4.99.64]
K20920	vpsM; polysaccharide biosynthesis protein VpsM
K20938	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]
K20940	phzS; 5-methylphenazine-1-carboxylate 1-monooxygenase [EC:1.14.13.218]
K20941	graF; gamma-resorcylate decarboxylase [EC:4.1.1.103]
K20950	vpsQ; polysaccharide biosynthesis protein VpsQ
K20971	ladS; two-component system, sensor histidine kinase LadS
K20974	K20974; two-component system, sensor histidine kinase [EC:2.7.13.3]
K20975	K20975; two-component system, sensor histidine kinase [EC:2.7.13.3]
K20976	hptB; histidine phosphotransfer protein HptB
K20978	hsbA; HptB-dependent secretion and biofilm anti anti-sigma factor
K20987	pslD; polysaccharide biosynthesis/export protein PslD
K20989	DUR3; urea-proton symporter
K20997	pslA; polysaccharide biosynthesis protein PslA
K20998	pslE; polysaccharide biosynthesis protein PslE
K20999	pslF; polysaccharide biosynthesis protein PslF
K21000	pslG; polysaccharide biosynthesis protein PslG
K21001	pslH; polysaccharide biosynthesis protein PslH
K21003	pslJ; polysaccharide biosynthesis protein PslJ
K21006	pelA; polysaccharide biosynthesis protein PelA
K21009	pelD; polysaccharide biosynthesis protein PelD
K21010	pelE; polysaccharide biosynthesis protein PelE
K21011	pelF; polysaccharide biosynthesis protein PelF
K21012	pelG; polysaccharide biosynthesis protein PelG
K21014	stf0; trehalose 2-sulfotransferase [EC:2.8.2.37]
K21019	sadC; diguanylate cyclase [EC:2.7.7.65]
K21021	tpbB; diguanylate cyclase [EC:2.7.7.65]
K21022	roeA; diguanylate cyclase [EC:2.7.7.65]
K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
K21024	bifA; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K21025	fimX; multidomain signaling protein FimX
K21028	ynjE; molybdopterin synthase sulfurtransferase [EC:2.8.1.11]
K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]
K21033	virH1, CYP103; cytochrome P450 family 103
K21034	virH2, CYP104; cytochrome P450 family 104
K21039	int; enterobacteria phage integrase [EC:2.7.7.- 3.1.-.-]
K21053	ade; adenine deaminase [EC:3.5.4.2]
K21061	lhpB; D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
K21062	lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]
K21064	ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
K21065	E3.2.1.197; beta-1,2-mannosidase [EC:3.2.1.197]
K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
K21084	yegE; diguanylate cyclase [EC:2.7.7.65]
K21086	yhjH; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K21087	ycgR; flagellar brake protein
K21090	adrB; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K21119	CYP130; cytochrome P450 family 130
K21134	triC; multidrug efflux pump
K21136	triA; membrane fusion protein, multidrug efflux system
K21137	triB; membrane fusion protein, multidrug efflux system
K21138	HDDC3; guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2]
K21140	mec; [CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6]
K21142	moaX; MoaE-MoaD fusion protein [EC:2.8.1.12]
K21147	moeZR, moeBR; sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]
K21148	cysM; [CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase [EC:2.5.1.113]
K21159	sgcF, ncsF2, kedF; epoxide hydrolase
K21160	sgcE2, ncsE2, kedE2; enediyne biosynthesis protein E2
K21161	sgcE3, ncsE3, kedE3; enediyne biosynthesis protein E3
K21162	sgcE4, ncsE4, kedE4; enediyne biosynthesis protein E4
K21163	sgcE5, ncsE5, kedE5; enediyne biosynthesis protein E5
K21164	sgcE7, ncsE7, kedE7; enediyne biosynthesis protein E7
K21165	sgcE8, ncsE8, kedE8; enediyne biosynthesis protein E8
K21166	sgcE9, ncsE9, kedE9; enediyne biosynthesis protein E9
K21167	sgcE11, ncsE11, kedE11; enediyne biosynthesis protein E11
K21185	sgcE6, mdpE6, kedE6; flavin reductase
K21188	mdpC7; PLP-dependent transaminase
K21195	phnY; 2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]
K21196	phnZ; 2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]
K21200	CYP144; cytochrome P450 family 144
K21210	ncsC; NDP-mannose synthase
K21211	ncsC1; NDP-hexose 4,6-dehydratase
K21214	ncsC4; NDP-hexose 4-ketoreductase
K21219	thiDN; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
K21231	bciB; 3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin) [EC:1.3.7.13]
K21232	MOCS2A, CNXG; molybdopterin synthase sulfur carrier subunit
K21252	fosX; fosfomycin resistance protein FosX
K21267	iri, rox; rifampicin monooxygenase [EC:1.14.13.211]
K21273	E2.5.1.88; trans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.88]
K21284	acmA, sibE; 3-hydroxy-4-methylanthranilate adenylyltransferase [EC:2.7.7.97]
K21297	ctcQ; flavin reductase (NADH) [EC:1.5.1.36]
K21298	E2.4.1.333; 1,2-beta-oligoglucan phosphorylase [EC:2.4.1.333]
K21302	sapM; phosphatidylinositol-3-phosphatase [EC:3.1.3.64]
K21306	aglB; dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
K21307	soeA; sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]
K21308	soeB; sulfite dehydrogenase (quinone) subunit SoeB
K21309	soeC; sulfite dehydrogenase (quinone) subunit SoeC
K21310	mddA; methanethiol S-methyltransferase [EC:2.1.1.334]
K21342	nos2, anb2; demethyl-4-deoxygadusol synthase [EC:4.2.3.154]
K21345	rfaE2; D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
K21349	ggs; glucosylglycerate synthase [EC:2.4.1.268]
K21377	aziB2; 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase [EC:2.1.1.302]
K21378	nphT7; acetoacetyl-CoA synthase [EC:2.3.1.194]
K21393	yiaN; TRAP-type transport system large permease protein
K21394	yiaM; TRAP-type transport system small permease protein
K21395	yiaO; TRAP-type transport system periplasmic protein
K21397	K21397; ABC transport system ATP-binding/permease protein
K21399	ortA; 2-amino-4-ketopentanoate thiolase alpha subunit [EC:2.3.1.263]
K21401	menJ; menaquinone-9 beta-reductase [EC:1.3.99.38]
K21402	noeI; 2-O-methyltransferase [EC:2.1.1.-]
K21405	acoR; sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
K21416	acoA; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]
K21417	acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]
K21420	bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29]
K21430	yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
K21431	kdc; alpha-keto-acid decarboxylase [EC:4.1.1.-]
K21449	ata, sadA, emaA; trimeric autotransporter adhesin
K21462	icaC; probable poly-beta-1,6-N-acetyl-D-glucosamine export protein
K21469	pbp4b; serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]
K21470	ycbB; L,D-transpeptidase YcbB
K21471	cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
K21472	lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
K21473	ripA; peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
K21474	ripB; peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]
K21478	icaB; poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]
K21480	HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
K21481	mhuD, hmoB; heme oxygenase (mycobilin-producing) [EC:1.14.99.57]
K21488	yobK; antitoxin YobK
K21495	fitA; antitoxin FitA
K21498	higA-1; antitoxin HigA-1
K21511	GPC; capsid assembly protease [EC:3.4.21.-]
K21512	gpA; terminase, large subunit [EC:3.1.21.4]
K21514	aviRb; 23S rRNA (uridine2479-2'-O)-methyltransferase [EC:2.1.1.208]
K21515	aviRa; 23S rRNA (guanine2535-N1)-methyltransferase [EC:2.1.1.209]
K21552	HOL; methyl halide transferase [EC:2.1.1.165]
K21561	ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator
K21562	flp; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K21563	dnr; CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
K21564	nnrR; CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator
K21567	fnr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K21571	susE_F; starch-binding outer membrane protein SusE/F
K21572	susD; starch-binding outer membrane protein, SusD/RagB family
K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
K21574	susB; glucan 1,4-alpha-glucosidase [EC:3.2.1.3]
K21575	susA; neopullulanase [EC:3.2.1.135]
K21577	grdC; glycine/sarcosine/betaine reductase complex component C subunit beta [EC:1.21.4.2 1.21.4.3 1.21.4.4]
K21600	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor
K21603	ftcR; two-component system, OmpR family, flagellar system response regulator FtcR
K21607	pcpD; tetrachlorobenzoquinone reductase [EC:1.1.1.404]
K21608	lpqS; lipoprotein LpqS
K21614	p4H; L-proline cis-4-hydroxylase [EC:1.14.11.56]
K21617	hpbD; 4-hydroxyproline betaine 2-epimerase [EC:5.1.1.22]
K21619	uxaE; tagaturonate epimerase [EC:5.1.2.7]
K21620	sorbD; galactitol 2-dehydrogenase [EC:1.1.1.16]
K21621	fk; tagatose kinase [EC:2.7.1.101]
K21622	tag6PK; D-tagatose 6-phosphate 4-epimerase [EC:5.1.3.40]
K21624	c3lhypd; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K21636	nrdD; ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
K21645	hypT, qseD; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
K21672	ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]
K21677	hpnE; hydroxysqualene dehydroxylase [EC:1.17.8.1]
K21678	hpnD; presqualene diphosphate synthase [EC:2.5.1.103]
K21679	hpnC; hydroxysqualene synthase [EC:4.2.3.156]
K21681	bcs1; ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]
K21684	sdgC; salicyloyl-CoA 5-hydroxylase [EC:1.14.13.209]
K21685	ramA; LuxR family transcriptional regulator, regulator of acetate metabolism
K21686	prpR; XRE family transcriptional regulator, fatty acid utilization regulator
K21687	rpfA; resuscitation-promoting factor RpfA
K21688	rpfB; resuscitation-promoting factor RpfB
K21689	rpfC; resuscitation-promoting factor RpfC
